headword,CEFR,definition
coast,A2,해안
coast,B1,해안
coastal,B1,연안
coastline,B2,해안선
coat,A1,코트
cocktail,B2,칵테일
cocoa,B2,코코아
coconut,B2,코코넛
cod,B1,대구
code,A1,암호
coffee,A1,커피
coffin,B1,관
coherence,B2,통일
coherent,B2,일관성 있는
coin,A2,동전
coincide,B2,일치하다
coincidence,B2,우연의 일치
coke,A1,코카콜라
cola,A2,콜라
cold,A1,추운
cold,A1,추운
collapse,B1,무너지다
collapse,B2,무너지다
collar,B1,칼라
colleague,B2,동료
collect,A1,모으다
collection,A1,수집
collector,B2,수집기
college,A1,대학
collocation,B2,나란히 놓음
colon,B2,콜론
colonial,B2,식민지 주민
color/colour,A1,색상/색상
color/colour,A1,색상/색상
colorful/colourful,A2,다채롭다/다채롭다
column,A2,열
columnist,B1,칼럼니스트
coma,B2,혼수
comb,A2,빗
comb,B2,빗
combination,B1,콤비네이션
combine,B1,결합하다
come,A1,오다
comedian,B1,코미디언
comedy,B1,코메디
comet,B1,혜성
comfort,B1,편안
comfortable,A2,편안한
comfortably,B2,편안하게
comic,A2,만화 잡지
comic,A2,만화 잡지
comma,B1,콤마
command,B1,명령
commander,B2,사령관
commemorate,B2,기념하다
comment,B1,논평
comment,B2,논평
commerce,B2,상업
commercial,B1,광고
commercial,B2,광고
commission,B2,수수료
commit,B1,저지르다
commitment,A2,약속
committee,A2,위원회
common,A2,흔한
common sense,B1,상식
commonly,B1,천하게
commonwealth,B2,연방
communicate,A2,의사소통하다
communication,A2,의사소통
communicative,B2,의사소통
community,B2,지역 사회
commute,B2,갈다
companion,B1,뜻 검색 실패
company,A2,회사
comparative,A2,비교의
compare,A2,비교하다
comparison,B1,비교
compassion,B2,동정심
compassionate,B2,인정 많은
compatible,B2,호환 가능
compensate,B2,보상하다
compensation,B2,보상
compete,B1,경쟁하다
competence,B2,능력
competent,B2,능숙한
competition,A2,경쟁
competitive,B1,경쟁력 있는
competitor,B1,경쟁자
compile,B2,엮다
complain,A2,불평하다
complaint,A2,불평
complement,B1,보어
complete,A2,완벽한
complete,B1,완벽한
completely,B1,완전히
completion,B2,완성
complex,B1,복잡한
complexion,B2,안색
complexity,B2,복잡성
complicate,B1,뜻 검색 실패
complicated,B1,복잡한
compliment,B1,칭찬
component,B2,요소
compose,B1,구성하다
composer,A2,작곡가
composition,B1,뜻 검색 실패
compound,B1,화합물
comprehension,B2,이해력
comprehensive,B2,포괄적인
compress,B2,뜻 검색 실패
compression,B2,압축
compromise,B1,타협
compromise,B2,타협
compulsory,B2,의무적인
compute,B2,계산하다
computer,A1,컴퓨터
conceal,B2,숨기다
concede,B2,양보하다
conceit,B2,자만
conceivable,B2,생각할 수 있는
conceive,B2,배다
concentrate,A2,집중하다
concentration,B1,집중
concept,B1,개념
conception,B2,임신
concern,A2,우려
concern,B2,뜻 검색 실패
concerned,B1,관심 있는
concerning,B2,...에 관하여
concert,A1,콘서트
concession,B2,양보
conclude,B1,끝내다
conclusion,B1,결론
concrete,B2,콘크리트
concrete,B2,콘크리트
condemn,B2,비난하다
condition,A2,상태
conduct,B1,지휘하다
conduct,B2,지휘하다
conductor,B2,지휘자
cone,B2,원뿔
conference,B2,회의
conferencing,B2,회의
confess,B2,불다
confession,B2,고백
confidence,B1,신뢰
confident,A2,자신감
confidently,B2,자신있게
confine,B2,경계
confirm,B1,확인하다
confirmation,B1,확인
conflict,B1,뜻 검색 실패
confront,B2,직면하다
confuse,A2,혼란시키다
confused,A2,혼란스러운
confusing,B1,뜻 검색 실패
confusion,B1,착란
congratulate,B1,축하하다
conjunction,B2,접속사
connect,B1,연결하다
connection/connexion,B1,연결/연결
conquer,B1,억누르다
conquest,B2,정복
conscience,B2,양심
conscious,B1,의식하는
consciousness,B2,의식
consensus,B2,의견 일치
consent,B2,동의
consequence,A2,결과
consequently,B1,따라서
conservation,B1,보존
conservative,B1,보수적인
consider,A2,고려하다
considerable,B1,많은
considerably,B2,상당히
consideration,B1,고려 사항
considering,B2,치고는
considering,B2,치고는
consist,A2,이루어져 있다
consistent,B2,일관된
consolation,B2,위로
console,B2,콘솔
consonant,B1,자음
constant,B2,끊임없는
constantly,B1,끊임없이
constitute,B1,구성하다
constitution,B1,뜻 검색 실패
construct,B1,건설하다
construction,B1,건설
consult,B2,뜻 검색 실패
consultant,B2,컨설턴트
consume,B1,소비하다
consumer,B1,소비자
consumption,B1,소비
contact,A2,연락하다
contact,A2,연락하다
contain,B1,뜻 검색 실패
container,A2,컨테이너
contaminate,B2,오염시키다
contemporary,B2,현대의
contempt,B2,경멸
content,B2,콘텐츠
content,B1,뜻 검색 실패
contest,A1,경쟁
context,A2,문맥
continent,A2,대륙
continual,B1,지속적인
continually,B1,뜻 검색 실패
continue,A2,뜻 검색 실패
continuous,B1,마디 없는
continuously,B1,뜻 검색 실패
contract,B2,뜻 검색 실패
contradict,B2,모순되다
contradiction,B2,모순
contradictory,B2,모순되는
contrary,B1,반대되는
contrast,A2,차이
contribute,B1,기여하다
contribution,B1,뜻 검색 실패
control,A2,제어
control,B1,뜻 검색 실패
controversial,B1,논란이 많은
controversy,B2,논쟁
convenience,A2,뜻 검색 실패
convenient,A2,편리한
conveniently,B2,편리하게
convention,B2,협약
conventional,B2,전통적인
conversation,A1,대화
converse,B2,반대
conversely,B2,거꾸로
conversion,B2,변환
convert,B2,전환하다
convey,B1,전달하다
convince,B1,확신시키다
convinced,B2,확신하다
cook,A1,요리하다
cook,A1,뜻 검색 실패
cooker,A2,요리 도구
cookie,A1,매력적인 여자
cooking,A2,요리
cool,A1,뜻 검색 실패
cool,B2,시원한
cooler,A2,냉각기
cooperate,B2,맞잡다
cooperation,B2,협력
cooperative,B2,뜻 검색 실패
cop,A1,순경
cope,B2,코프
copper,B2,구리
copy,A1,복사
copy,A2,뜻 검색 실패
copyright,B1,저작권
coral,B2,산호
core,B2,핵심
corn,A1,옥수수
corner,A1,모서리
cornerstone,B2,기초
cornet,B2,코넷
corona,B2,코로나
corporal,B2,뜻 검색 실패
corporate,B2,기업
corporation,B2,법인
correct,A1,뜻 검색 실패
correct,B2,옳은
correction,B1,보정
correctly,A2,바르게
correctness,B2,단정
correspond,B2,대응하다
correspondence,B2,뜻 검색 실패
correspondent,B2,거래처
corresponding,B2,뜻 검색 실패
corridor,B2,복도
corrupt,B2,부정한
corruption,B2,부패
cost,A2,비용
cost,A2,비용
costly,B2,비용이 많이 드는
costume,B2,복장
cottage,B2,뜻 검색 실패
cotton,B1,면
couch,A1,침상
cough,B2,기침
cough,B1,기침
could,A1,~할 수 있었다
council,B1,이사회
counseling/counselling,B1,상담/상담
count,B1,세다
count,A2,뜻 검색 실패
counter,B2,계수기
counter,B1,계수기
countless,B1,셀 수 없는
country,A2,국가
countryman,B2,촌사람
countryside,A2,한 지방
countrywide,B2,전국적으로
county,B1,군
couple,A2,커플
courage,B1,용기
courageous,B1,용기 있는
courgette,B1,애호박
course,A1,강의
court,A2,법원
courtesy,B2,예의
cousin,A1,사촌
cover,A1,씌우다
cover,A2,씌우다
cow,A1,암소
coward,B2,겁쟁이
cowardly,B2,비겁한
coziness/cosiness,B2,아늑함/아늑함
cozy/cosy,B2,아늑하다/아늑하다
crab,B2,게
crack,B2,금이 가다
crack,B2,금이 가다
craft,B1,선박
craftsman,B2,장인
crash,B1,충돌
crash,B1,충돌
crater,B2,분화구
crawl,B2,기다
crazy,A2,뜻 검색 실패
cream,A2,크림
cream,A1,뜻 검색 실패
crease,B2,접은 자국
create,A2,만들다
creation,B2,창조
creative,A2,창의적인
creatively,B2,창의적으로
creativity,A2,창의성
creator,B1,창조자
creature,A2,생물
credit,A2,신용 거래
credit card,A1,신용카드
creek,B2,작은 만
creepy,B2,소름 끼치는
crew,B2,승무원
cricket,A2,크리켓
crime,A2,범죄
criminal,B2,범인
criminal,B1,범인
cripple,B2,불구자
crisis,B1,위기
crisp,A2,상쾌한
critic,B1,비평가
critical,B1,비판적인
critically,B2,비판적으로
criticism,B2,비판
criticize/criticise,A2,비판하다/비판하다
crocodile,B2,악어
crop,B1,수확고
cross,A2,십자가
cross,A2,십자가
crossing,B1,횡단
crossly,B2,거꾸로
crossroads,B1,교차로
crow,B1,까마귀
crowd,A2,군중
crowded,A2,붐비는
crown,A2,왕관
crucial,B2,중대한
cruel,B1,잔혹한
cruelly,B2,잔인하게
cruelty,B2,잔학
cruise,A2,순항
cruise,B2,순항
crush,B1,으깨다
cry,A1,울다
cry,A2,울다
crystallize/crystallise,B2,결정화하다/결정화하다
cube,B2,뜻 검색 실패
cubism,B2,입체파
cucumber,B1,오이
cuff,B2,동
culmination,B2,최고점
cultivate,B1,기르다
cultural,B1,문화적
culturally,B2,문화적으로
culture,A1,문화
cup,A1,뜻 검색 실패
cupboard,A2,찬장
cure,B1,치유법
cure,B2,치유법
curiosity,B1,호기심
curious,B1,궁금한
curiously,B1,신기하게도
curl,B2,컬
curly,B1,뜻 검색 실패
currency,B1,통화
current,B1,현재의
currently,B1,현재
curriculum,B1,과정
curry,A2,뜻 검색 실패
curse,A2,저주
cursor,B2,커서
curtain,B1,커튼
curve,B1,뜻 검색 실패
cushion,B1,쿠션
custom,A2,관습
customer,A2,고객
customs,B1,세관
cut,B1,뜻 검색 실패
cut,A1,자르다
cute,A1,귀여운
CV,B1,이력서
cyberaddict,B2,사이버 중독자
cybercafe/cybercafé,B2,사이버카페/사이버카페
cybercrime,B2,사이버 범죄
cyberpet,B2,사이버펫
cyberschool,B2,사이버학교
cyberspace,B2,뜻 검색 실패
cycle,B1,주기
cycle,B1,주기
cycling,A2,사이클링
cyclist,B2,자전거 타는 사람
dad,A1,아빠
daddy,A1,아빠
daft,B2,어리석은
daily,A2,일일
daily,A2,일일
daisy,B1,뜻 검색 실패
dam,A2,댐
damage,B1,손상
damage,B1,손상
damaged,B1,손상된
damn,B2,젠장
damn,B2,젠장
damn,B2,뜻 검색 실패
damp,B1,습기
dance,A1,춤
dance,A1,춤
dancer,A2,춤추는 사람
dancing,A1,댄스
dandelion,B2,민들레
danger,A2,위험
dangerous,A2,위험한
dangerously,B1,위험하게
dare,B1,도전
dark,A1,어두운
darkness,B1,뜻 검색 실패
darling,B2,여보
darling,B2,여보
dash,B2,대시
dash,B2,대시
data,B2,데이터
database,B2,데이터 베이스
date,A1,날짜
date,B1,날짜
dated,B2,날짜가 있는
dating,B1,데이트
daughter,A1,딸
daughter-in-law,B2,며느리
dawn,B2,새벽
day,A1,낮
daylight,A2,뜻 검색 실패
daytime,B2,낮
daze,B1,현혹
dazzle,B1,부시다
de facto,B2,사실상
dead,A2,죽은
deadline,B1,뜻 검색 실패
deadly,B1,치명적인
deaf,B1,뜻 검색 실패
deal,A2,거래
deal,B1,거래
dealer,B1,상인
dear,A1,~에게
dear,B2,~에게
dearly,B2,극진히
death,A2,죽음
debate,A2,뜻 검색 실패
debit,B2,차변
debit,B2,차변
debit card,B2,직불카드
debris,B1,부스러기
debt,B1,빚
decade,B2,뜻 검색 실패
decay,B2,부식
deceive,B2,속이다
December,A1,12월
decent,B2,품위 있는
deceptive,B2,속이는
decide,A2,결정하다
decision,B1,결정
decisive,B2,결정적인
deck,B2,갑판
declaration,B1,선언
declare,B1,선언하다
decline,B1,감소
decline,B2,감소
decomposition,B2,분해
decorate,B2,장식하다
decoration,B2,장식
decorative,B2,장식적인
decrease,B1,감소하다
decrease,B1,감소하다
dedicate,B1,전념하다
dedication,B2,봉납
deduce,B2,추론하다
deduction,B2,공제
deed,B1,증서
deem,B2,생각하다
deep,B2,깊은
deep,A2,깊은
deeply,A2,깊이
deer,B2,사슴
defeat,B2,패배시키다
defeat,B1,패배시키다
defend,B1,지키다
defender,B1,방어자
defense/defence,B1,방어/방어
deficiency,B1,부족
deficit,B2,부족
define,B1,정의하다
definite,B1,명확한
definite article,B1,정관사
definitely,B1,분명히
definition,B1,정의
deforestation,B2,삼림벌채
defy,B2,도전하다
degree,A2,도
dehumanize/dehumanise,B2,비인간화하다/비인간화하다
delay,A2,지연
delay,B1,지연
delegate,B2,대리자
delete,B1,삭제
deliberate,B2,고의의
deliberately,B2,고의로
delicacy,B2,섬세
delicate,B1,연약한
delicately,B2,섬세하게
delicious,A1,맛있는
delight,B1,기쁨
delight,B2,기쁨
delighted,B1,아주 기뻐하는
delightful,B1,매우 기쁜
deliver,B1,배달하다
delivery,B1,배달
demand,B1,수요
demand,B1,수요
demanding,B2,요구하는
democracy,B1,민주주의
democratic,B1,민주적인
demolish,B2,헐다
demonstrate,B1,입증하다
demonstration,B1,데모
denim,B2,청
dense,B2,밀집한
densely,B2,짙게
dental,B2,이의
dentist,A2,치과 의사
deny,B1,부인하다
depart,B1,출발하다
department,B1,부서
department store,A2,백화점
departure,B1,출발
depend,A2,의존하다
dependable,B2,신뢰할 수 있는
dependent,B1,매달린
deposit,B1,보증금
deposit,B2,보증금
depressed,B1,우울한
depressing,B1,우울한
depression,B1,우울증
deprive,B1,빼앗다
depth,B1,깊이
deputy,B2,대리인
derive,B1,파생하다
descend,B2,하강하다
describe,A1,설명하다
description,A2,설명
descriptive,B2,서술적인
desert,A2,사막
deserve,B1,~ 받을 만하다
design,A1,설계
design,B1,설계
designer,B2,디자이너
designer,B1,디자이너
desirable,B2,바람직한
desire,B1,욕구
desire,B2,욕구
desk,A1,책상
desktop,B2,데스크탑
desolation,B2,쓸쓸함
despair,B1,절망
desperate,B1,자포자기한
desperately,B2,필사적으로
desperation,B2,절망
despise,B2,경멸하다
despite,B1,~에도 불구하고
dessert,A2,디저트
destination,B1,목적지
destiny,B2,운명
destroy,A2,파괴하다
destruction,B1,파괴
destructive,B1,파괴적인
detach,B2,분리하다
detachment,B2,분리
detail,A2,세부 사항
detailed,B2,상세한
detect,B2,감지하다
detective,B1,형사
determination,B1,결정
determine,B1,결정하다
determined,B2,단호한
determiner,B2,결정자
devastate,B1,황폐화하다
devastating,B1,지독한
develop,A2,개발하다
developed,A2,개발됨
developing,B2,개발 중
development,B1,개발
device,B1,장치
devil,B2,악마
devote,B2,바치다
devoted,B2,저주 받은
devotion,B1,헌신
diagram,B1,도표
dial,B1,다이얼
dial,B1,다이얼
dialog/dialogue,B1,대화/대화
diameter,B1,지름
diamond,A2,다이아몬드
diaper,B1,기저귀
diarrhea/diarrhoea,B2,설사/설사
diary,A2,다이어리
dictator,B2,독재자
dictionary,A1,사전
did,A1,했다
die,A2,주사위
diet,A2,다이어트
differ,B1,다르다
difference,A1,차이점
different,A1,다른
differently,A2,다르게
difficult,A1,어려운
difficulty,A2,어려움
dig,A1,파기
dig,B1,파기
digest,B2,요람
digital,B1,디지털
digital camera,A2,디지털 카메라
dignify,B2,위엄을 갖추다
dignity,B2,위엄
dilemma,B2,양도 논법
diligence,B1,근민
diligent,B1,성실한
dim,B2,어둑한
dime,B2,단돈 한 닢
dimension,B2,차원
dining room,A1,식당
dinner,A1,저녁
dinosaur,A2,공룡
dioxide,B1,이산화물
dip,B2,담그다
diphtheria,B2,디프테리아
diploma,B2,졸업 증서
diplomat,B2,외교관
direct,A2,직접
direct,B1,직접
direction,A2,방향
directly,B1,곧장
director,A2,감독
dirt,B1,흙
dirty,A1,더러운
disability,B1,무능
disable,B1,장애를 입히다
disabled,B1,장애가 있는
disadvantage,A2,불리
disagree,A2,맞지 않다
disagreement,B1,불쾌한 일
disappear,A2,사라지다
disappearance,B2,소실
disappoint,B1,어긋나게 하다
disappointed,A2,실망한
disappointing,A2,실망스러운
disappointment,B1,실망
disapproval,B2,난색
disapprove,B2,안된다고 하다
disaster,B1,재해
disastrous,B1,비참한
disc jockey/disk jockey,B1,디스크 자키/디스크 자키
discharge,B2,해고하다
disciple,B2,제자
discipline,B2,규율
disco,A2,디스코
discomfort,B1,불편감
disconnect,B2,연결을 끊다
discount,B1,할인
discourage,B1,낙담시키다
discover,A2,발견하다
discovery,B1,발견
discredit,B2,불신
discriminate,B2,차별하다
discrimination,B1,차별
discuss,A1,논의하다
discussion,A2,논의
disease,B1,질병
disgrace,B2,불명예
disguise,B2,위장하다
disguise,B2,위장하다
disgusting,B1,역겨운
dish,A1,접시
dishonest,A2,부정한
dishonesty,B2,부정직
dishwasher,B1,접시 닦는 사람
disillusion,B2,환멸
disk/disc,B1,디스크/디스크
dislike,A2,싫어함
dislike,B1,싫어함
dismiss,B2,해고하다
disorder,B2,무질서
disorderly,B2,무질서한
disorganized/disorganised,B2,무질서/무질서
dispensable,B2,없어도 되는
displace,B2,대신 들어서다
display,A2,표시하다
display,B1,표시하다
displeasure,B2,불쾌
disposal,B2,처분
disposition,B2,처분
dispute,B2,논쟁
disqualify,B2,실격하다
disregard,B2,무시
disrupt,B2,방해하다
dissatisfaction,B2,불만
dissatisfied,B2,불만족스러운
dissident,B2,반체제 인사
dissolve,B1,디졸브
distance,B1,거리
distant,B1,먼
distinction,B1,구별
distinctly,B1,뚜렷하게
distinguish,B1,구별하다
distinguished,B2,저명한
distortion,B2,왜곡
distract,B2,괴롭히다
distraction,B2,혼란
distressing,B2,괴로운
distribute,B1,분배하다
distribution,B1,분포
distributor,B2,살수 장치
district,B1,구역
disturb,A2,방해하다
disturbance,B1,방해
dive,B1,잠수
dive,B1,잠수
diver,B1,잠수부
diverse,B1,다양한
diversion,B2,전환
divert,B2,방향을 바꾸다
divide,B1,나누다
divide,A2,나누다
divided,B2,뜻 검색 실패
divine,B1,신성한
diving,B1,다이빙
division,B2,분할
divorce,B2,이혼
divorce,B2,이혼
divorced,B1,이혼하다
dizzy,A2,어지러운
DJ,B1,디제이
DNA,B2,DNA
do,A1,하다
doc,B1,의사
dock,B2,독
doctor/Dr./Dr,A1,의사/박사/박사
document,B1,문서
documentary,B1,기록한 것
does,A1,하다
dog,A1,개
doing,A1,행위
doll,A1,인형
dollar,A1,달러
dolphin,B1,돌고래
domestic,B2,국내의
dominate,B2,빼어나게 솟다
donate,B2,기부하다
donation,B2,기부
done,A2,완료
donkey,B2,당나귀
doom,B2,운명
door,A1,문
doorkeeper,B2,문지기
doorway,B2,출입구
dorm,B2,기숙사
dormitory,B2,기숙사
dose,B2,정량
dot,B1,점
double,A2,더블
double,B2,뜻 검색 실패
double,B2,더블
doubly,B2,이중으로
doubt,A2,뜻 검색 실패
doubt,B2,의심
doubtful,B2,못 미더운
dove,B2,뜻 검색 실패
down,B2,아래에
down,A1,아래에
down,A2,아래에
downfall,B2,몰락
download,B2,다운로드
download,A2,다운로드
downsize,B2,규모를 축소하다
downstairs,B1,아래층
downstairs,A2,아래층
downtown,A2,도심
downward,B1,하향의
dowry,B2,결혼 지참금
doze,B1,선잠
dozen,B1,다스
dozen,B1,다스
draft/draught,B2,초안/초안
drag,B1,견인
drain,B2,물을 빼다
drain,B2,뜻 검색 실패
drama,A1,뜻 검색 실패
dramatic,B1,극적인
dramatically,B2,극적으로
drapery,B2,피륙
draw,A2,그리다
draw,A1,그리다
drawer,A2,서랍
drawing,A2,그림
dread,B2,공포
dreadful,B2,무서운
dream,A1,꿈
dream,A2,뜻 검색 실패
dreamy,B2,꿈꾸는 듯한
dress,A1,드레스
dress,A2,드레스
dressed,A2,뜻 검색 실패
drill,A2,송곳
drink,A1,마시다
drink,A1,마시다
drinkable,B2,마실 수 있는
drive,A1,운전하다
drive,A2,운전하다
driver,A1,운전사
driver's license/driving licence,A2,운전면허증/운전면허증
droop,B2,처짐
drop,A2,뜻 검색 실패
drop,A1,떨어지다
